  -6.9165732  -17.9329453
 -76.3064486  -81.6656285
-108.9652506   64.5292110
 -40.1285197  110.0170269
 -29.9638878   98.6872310
 120.0000000  -60.2483950
 120.0000000   25.8433962
  -2.6412188   20.8050785
  -0.0161902  -59.3004093
 120.0000000   38.4311590
  42.1003354   45.0308170
 120.0000000  -52.2111445
 -35.5397116   -9.5921855
 -61.6763140  -18.0869837
 -99.8640238   27.0806999
  50.2329229  -16.3491373
 120.0000000  -31.9709177
 120.0000000   59.0469465
 -17.8996994   15.4428749
  41.5427602  -13.6189804
  -7.6691586   45.6335315
  30.2556890  -11.8650265
 120.0000000  -18.2267237
 120.0000000   29.7543173
 120.0000000  -25.9373064
 -48.6153208  126.5453472
 120.0000000   19.7644262
 -43.4397170  -15.4082346
 -30.3422953  -35.6067810
 120.0000000   34.5176153
 -25.6266386   20.8862800
 -22.1244475  -76.7899800
 120.0000000   21.3737039
 120.0000000    6.5688143
 120.0000000  -22.0810938
   3.8394941   26.6471615
 120.0000000  -24.3978090
 -17.5228212   64.1997509
 120.0000000  -14.5790663
 120.0000000   36.5205908
  32.2349332  -19.4155112
 120.0000000   44.4863157
 -37.7228877   31.1791134
 120.0000000  -11.7821570
 120.0000000  -74.0177775
  60.0594762    2.0067510
  48.2829259  -41.2130108
 120.0000000   13.0286236
 -60.2774378  -27.2608090
 120.0000000  -74.0177775
 -35.8943812  -74.0030537
  10.6596597  -80.3789463
 120.0000000   37.2932196
 120.0000000   20.2793188
 -52.0380618   45.6004696
 120.0000000  -74.0177775
 120.0000000  -46.5146456
 -61.1126238   16.9138031
 120.0000000   16.4716501
  41.1228918  -29.5562744
 120.0000000   69.8571615
 120.0000000   -6.3751664
 120.0000000    2.3919153
  -6.8668753  -77.9153462
   4.1580289   42.4178371
 120.0000000   28.6231108
   0.7919591 -105.9232045
  19.8222478    9.3405590
 -11.3285638  -84.6297627
 -60.2484309  -37.6655178
 120.0000000   -2.6832091
 120.0000000  -74.0177775
  36.0230154   18.4500084
 -78.8737933   -3.1607433
 120.0000000  -36.3819399
